,training_loss,train_accuracies,val_losses,val_accuracies
0,0.22754962367261944,0.9305377720870679,0.1544401352919765,0.9551282051282052
1,0.11180267289820839,0.9656890204865557,0.14427237367413032,0.9592347756410257
2,0.07775690005399918,0.9757522407170295,0.10358419934515542,0.9705528846153846
3,0.06602521368029196,0.9785131241997439,0.10783505569747448,0.9690504807692307
4,0.05201274683006507,0.9835547375160051,0.11799833094116942,0.9725560897435898
5,0.046523573076955704,0.9852952944942381,0.10942659843332095,0.9749599358974359
6,0.03888966680269469,0.9877160691421255,0.12469122311251223,0.9736578525641025
7,0.03571906714234567,0.9886963828425096,0.15600598539937044,0.9684495192307693
8,0.03126551552178853,0.9906570102432779,0.14345095577733216,0.9733573717948718
9,0.03239801415730029,0.9904569462227913,0.18313436688985307,0.9678485576923077
10,0.029581796654580654,0.9914172535211268,0.17537632162629982,0.9662459935897436
11,0.026577942813658554,0.9923175416133163,0.15327762815688745,0.9763621794871795
12,0.025226854498052547,0.9921374839948783,0.1786918679812065,0.9708533653846154
13,0.023886874890915382,0.992917733674776,0.15802325953627247,0.9751602564102564
14,0.021671322589655224,0.9938380281690141,0.20420340806233503,0.9721554487179487
15,0.0230321136329571,0.9936979833546735,0.2138011029054488,0.9704527243589743
16,0.023536253009995987,0.9933578745198464,0.20775630727224717,0.9674479166666666
17,0.023903414263347196,0.9935579385403329,0.18227683149301618,0.9752604166666666
18,0.016352844797121287,0.9954785531370038,0.16698498268734097,0.9752604166666666
19,0.0247141997410763,0.993958066581306,0.19909239151810207,0.9744591346153846
20,0.020967266124080845,0.9948183418693982,0.210151890025038,0.9772636217948718
21,0.018283824544795272,0.9950984314980794,0.2005072074207113,0.9762620192307693
22,0.02074803150238211,0.9950384122919335,0.20644715690007664,0.975761217948718
23,0.021027408206324434,0.9951384443021767,0.2018902204393955,0.9759615384615384
24,0.020102789025195092,0.9955585787451985,0.19533158977100007,0.9784655448717948
