,training_loss,train_accuracies,val_losses,val_accuracies
0,0.21408112576781055,0.9339392295170917,0.12333302052275817,0.9586693548387096
1,0.103177191683182,0.9685804395008139,0.09871846416690003,0.9717741935483871
2,0.0750036638677793,0.9760411014650027,0.0954585431118166,0.9727822580645161
3,0.06135007714645674,0.9812296527400977,0.07954645555107384,0.9747983870967742
4,0.051553326726088075,0.9836882799782962,0.07611064993661695,0.9798387096774194
5,0.04110758007865712,0.9870286218122626,0.11238428983588705,0.9707661290322581
6,0.03744646212156261,0.9886564026044493,0.09216837633479519,0.9768145161290323
7,0.034660566336239075,0.9890463917525774,0.08498831726402137,0.9788306451612904
8,0.032911669283385306,0.9900298426478568,0.10763704232815828,0.9747983870967742
9,0.029171876641567642,0.9910302495930549,0.11204192227239498,0.9808467741935484
10,0.028532909176517133,0.9915389310906131,0.10899207980391333,0.9737903225806451
11,0.02590583069681399,0.9928445469343462,0.13553881159725167,0.9778225806451613
12,0.026837152254430816,0.992284997287032,0.11304949872994491,0.9798387096774194
13,0.021865390844607317,0.9940653825284862,0.1354695016641608,0.9758064516129032
14,0.02923530003034241,0.9918610960390667,0.1406890811380732,0.9788306451612904
15,0.02400743972550243,0.9935227889310906,0.09809061880358544,0.9778225806451613
16,0.022163354954356177,0.9942518990775909,0.0717108160097982,0.9828629032258065
17,0.02401918745584812,0.9939975583288118,0.12318279391138229,0.9808467741935484
18,0.021088999785842624,0.9947097124253934,0.11910601760810265,0.9828629032258065
19,0.019408159131669073,0.9948453608247423,0.12460278784875951,0.9828629032258065
20,0.02468846963909328,0.9943875474769398,0.10175476437758597,0.9838709677419355
21,0.019250710131417777,0.9953370862723819,0.1107563413350362,0.9788306451612904
22,0.019505814157663275,0.9953201302224634,0.11370839340654988,0.9818548387096774
23,0.02048511433039318,0.9950997015735215,0.10622417312296392,0.9828629032258065
24,0.021092024585586712,0.9953879544221378,0.15913303230898376,0.9848790322580645
