,training_loss,train_accuracies,val_losses,val_accuracies
0,0.21819908202727173,0.9336679327183939,0.14155910815967293,0.9566532258064516
1,0.10257124613394203,0.969055208898535,0.1223455653203345,0.9606854838709677
2,0.07565246029774764,0.9763293543136191,0.12021034382648511,0.9616935483870968
3,0.06373840609760051,0.9800427292457949,0.095715179800485,0.969758064516129
4,0.05028439984712954,0.9836204557786218,0.09986183945745439,0.96875
5,0.04323559608757021,0.9860282148670646,0.13734849092543655,0.9576612903225806
6,0.03953465795727182,0.9877577319587629,0.16609793124079172,0.9616935483870968
7,0.03694734400470674,0.9883003255561584,0.10175998510246156,0.9717741935483871
8,0.03062092627057074,0.990589392295171,0.10874226765500207,0.9727822580645161
9,0.030275439580493033,0.9912506782419968,0.11469324160539394,0.9768145161290323
10,0.030113016568294706,0.9912337221920782,0.15363276012155314,0.967741935483871
11,0.026693101837845574,0.9920815246880087,0.15824974001914896,0.9758064516129032
12,0.024682881139413564,0.9928275908844275,0.15730229868281398,0.9768145161290323
13,0.023516251147698487,0.993421052631579,0.1478401847400402,0.9717741935483871
14,0.02210369830848067,0.9938619099294629,0.14744063669028293,0.9778225806451613
15,0.02521267825582973,0.9932854042322301,0.13762875429338248,0.9758064516129032
16,0.024730015427722078,0.9936923494302767,0.13372671650318596,0.9768145161290323
17,0.02105287734745239,0.9942518990775909,0.18542415164565565,0.9707661290322581
18,0.023837186651592658,0.9944384156266957,0.17779921719276093,0.9707661290322581
19,0.021893234859085918,0.9944553716766142,0.1677423660734882,0.9758064516129032
20,0.019151878938569,0.9951675257731959,0.1318073429570891,0.9778225806451613
21,0.02118100854167415,0.9951336136733586,0.1741141112931828,0.9727822580645161
22,0.02157046562778396,0.9951505697232773,0.20109134825678324,0.969758064516129
23,0.017915043708499785,0.9956253391209984,0.2082875551459542,0.9707661290322581
24,0.020171463505665014,0.9953540423223006,0.18838500724769927,0.9747983870967742
