,training_loss,train_accuracies,val_losses,val_accuracies
0,0.2302256395070889,0.929197343149808,0.16451850232091766,0.9505208333333334
1,0.109988703957444,0.9649687900128041,0.11026676159832045,0.9674479166666666
2,0.07907892337204277,0.9746919014084507,0.12251805470159301,0.9652443910256411
3,0.06150190619224043,0.9805537772087067,0.0888644709513682,0.9741586538461539
4,0.04961733362753633,0.9842949743918054,0.0995660873064705,0.9716546474358975
5,0.04525835165401939,0.9855353713188221,0.11594483971738985,0.9731570512820513
6,0.0393313997418151,0.9876160371318822,0.1321205238681623,0.9704527243589743
7,0.03314921714990544,0.989776728553137,0.11580473400076102,0.9731570512820513
8,0.03335896472961663,0.9895566581306018,0.11932870965977323,0.9733573717948718
9,0.029635840472262066,0.9911971830985915,0.13598966422225586,0.9732572115384616
10,0.028470976024921196,0.9915973111395646,0.15566601222807736,0.9689503205128205
11,0.024387961011432126,0.9928977272727273,0.1369460135290354,0.9744591346153846
12,0.022511286182843312,0.993317861715749,0.15137815950751266,0.9747596153846154
13,0.024410261289628386,0.9930977912932138,0.14706151178711435,0.9746594551282052
14,0.022036899986159427,0.9934178937259923,0.16445237508926613,0.9745592948717948
15,0.02041593954863485,0.9939380601792573,0.14808462016682356,0.977363782051282
16,0.022691857881221366,0.9941381241997439,0.1752655949488474,0.9755608974358975
17,0.023461758461719013,0.9943982074263764,0.15706284451056,0.9783653846153846
18,0.020215600550840467,0.9949583866837388,0.16339041171439192,0.9749599358974359
19,0.023431716127696543,0.9939780729833547,0.166058438524522,0.9761618589743589
20,0.01607729305887897,0.9960787451984635,0.1813393521839999,0.9761618589743589
21,0.02233842114657462,0.9949583866837388,0.1733612324952918,0.9790665064102564
22,0.020368094109267834,0.9953585147247119,0.1923635085294331,0.9776642628205128
23,0.017902848982087962,0.9958386683738797,0.15855373723912158,0.9787660256410257
24,0.020634670464927847,0.9954185339308579,0.20255155413839104,0.9767628205128205
